id,text,Fuente,es_gracioso_p1,es_gracioso_p2,es_gracioso_p3,Es_gracioso,nivel_gracia_p1,nivel_gracia_p2,nivel_gracia_p3
8332,okgb2g_Meme del día.jpg: Un perro está de pie en medio de un gimnasio,Imágenes/Internet,0,1,1,1,0,2,2
8333,vtvzen_Este Mundial será inolvidable.jpg: una captura de pantalla de los Simpson en español,Imágenes/Internet,1,1,1,1,2,3,3
8334,10h18dj_Papá_ctm.jpg: un hombre y un niño se muestran en una foto,Imágenes/Internet,1,1,0,1,3,2,0
8335,kpwsmu_La decadencia.jpg: Dos hombres sentados en una mesa con una computadora portátil,Imágenes/Internet,0,1,1,1,0,2,2
8336,1d8v7gf_yo👭ctm.jpg: Dos mujeres paradas una al lado de las otras mujeres,Imágenes/Internet,1,1,1,1,2,1,4
8337,1afyunm_jefe_ctm.jpg: una captura de pantalla de un mensaje de texto,Imágenes/Internet,0,1,1,1,0,1,5
8338,xonxlx_La envidia nos sube mucho mas No tienen lo que .jpg: un grupo de personas parados frente a una tienda,Imágenes/Internet,1,1,1,1,2,3,3
8339,ye3yl6_No son de méxico pero aplica igual...jpg: un mensaje de texto de una mujer que no está permitida,Imágenes/Internet,1,1,1,1,3,3,2
8340,uwefj0_Oolv pero tiene razón.jpg: Un fondo rosado con un fondo rosa y un fondo rosa con un fondo rosa y un fondo rosa,Imágenes/Internet,1,0,1,1,2,0,5
8341,1fxf7lg_@_ctm.jpg: Una imagen de un hombre con una chaqueta naranja,Imágenes/Internet,0,1,1,1,0,3,3
8342,lxux9q_Sheiße!.jpg: Un personaje de dibujos animados que apunta a una pared con la gorra que dice que la guerra mundial es nazis,Imágenes/Internet,1,1,0,1,1,2,0
8343,1gfqshp_yo_ctm.jpg: una caricatura de una pareja sentada en una cama,Imágenes/Internet,1,1,1,1,2,2,2
8344,r81pss_Re pesados con ese chiste.jpg: persona y persona en la oficina,Imágenes/Internet,1,1,1,1,3,2,5
8345,1famh9h_yo_ctm.jpg: una mujer en bikini y un gato,Imágenes/Internet,1,1,1,1,3,1,4
8346,xb4w8u_Fans de Cartel de Santa.jpg: un personaje de dibujos animados con una cabra en el fondo,Imágenes/Internet,1,1,1,1,2,2,1
8347,rtwk47_spotify_ctm.jpg: Un perro que sostiene un letrero que dice que te amo,Imágenes/Internet,1,0,1,1,2,0,3
8348,1fcw7og_yo_ctm.jpg: un par de animales salvajes,Imágenes/Internet,1,1,1,1,4,2,1
8349,myxquh_jsjsjs y ustedes cuales son.jpg: un diagrama que muestra los diferentes cortes de carne de res,Imágenes/Internet,0,1,1,1,0,5,3
8350,nung4g_Me fui con la finta bien gacho. O.jpg: un póster con una mujer con un vestido marrón,Imágenes/Internet,1,1,0,1,5,1,0
8351,1g2cfy1_yo_ctm.jpg: Una caja de chocolate sentada en una mesa,Imágenes/Internet,1,1,0,1,2,3,0
8352,1gf1wst_yo_ctm.jpg: una foto de dibujos animados de un hombre que sostiene un libro,Imágenes/Internet,0,1,1,1,0,4,2
8353,1gc91yp_yo⛓️ctm.jpg: Un dibujo de dibujos animados de un hombre y una mujer en una habitación,Imágenes/Internet,1,0,1,1,1,0,2
8354,15c4xk0_corxea_ctm.jpg: Un mensaje de texto que dice: 'La Conte de la Conte',Imágenes/Internet,1,0,1,1,1,0,2
8355,1959cyh_Asientos_ctm.jpg: Un hombre está sentado en un banco en una estación de metro,Imágenes/Internet,1,1,1,1,2,3,3
8356,ii5ti0_Can we get an F en el chat.jpg: una mujer apuntando con una pistola a la cámara,Imágenes/Internet,1,0,1,1,2,0,2
8357,nxf7c4_Anda lá osa ese es bueno déjame anotarlo.jpg: un hombre con traje y una corbata hablando en un micrófono,Imágenes/Internet,1,0,1,1,4,0,2
8358,ydng0q_¿Sí se murió.jpg: Cartoon Network The Simpsons Show,Imágenes/Internet,1,0,1,1,3,0,5
8359,1ctjpz2_yo_ctm.jpg: Una mujer está haciendo un truco en la calle,Imágenes/Internet,0,1,1,1,0,1,2
8360,1daa2jy_si_ctm.jpg: Un avión está estacionado en el tare en un aeropuerto,Imágenes/Internet,1,1,1,1,1,2,3
8361,k798sh_Argentina - XD.jpg: un hombre con un traje sosteniendo una pistola,Imágenes/Internet,1,1,1,1,3,2,2
8362,1g7hmp6_yo_ctm.jpg: una persona que sostiene un paquete de masticación,Imágenes/Internet,1,1,0,1,5,2,0
8363,w85uiu_Y cómo son las noticias en tu país.jpg: un hombre en silla de ruedas con una bolsa de comida,Imágenes/Internet,0,1,1,1,0,2,3
8364,ik8fbj_yo_ctm.jpg: un hombre sentado en un sofá con un teléfono celular,Imágenes/Internet,0,1,1,1,0,3,4
8365,1652nt0_yo_ctm.jpg: Un perro está sentado en el suelo con la cabeza en el aire,Imágenes/Internet,0,1,1,1,0,2,3
8366,vvufkp_Yo_elvr.jpg: un gato está acostado en el suelo con una bolsa,Imágenes/Internet,0,1,1,1,0,4,3
8367,ijd8xy_abeja_ctm.jpg: Una tira cómica Strip Strip Strip Strip Striegue Fuera de tira Strip Fuera de tira Fuerra de tira tira tira de tira,Imágenes/Internet,0,1,1,1,0,2,3
8368,1g8wdz4_No_ctm .jpg: una captura de pantalla de un mensaje de texto,Imágenes/Internet,1,1,1,1,1,3,3
8369,17u17tz_libro_ctm.jpg: Bar el gran héroe,Imágenes/Internet,1,1,0,1,5,3,0
8370,1fu4xku_🚈_ctm.jpg: Un personaje de dibujos animados con un cabello rojo y una cara negra,Imágenes/Internet,1,1,1,1,3,2,4
8371,zf5kjr_Carne asada.jpg: Capitán América 2 Mememe,Imágenes/Internet,1,0,1,1,2,0,1
8372,y9e9oa_triste realidad..jpg: Un color de Casas entradas de entradas de casas en tres de,Imágenes/Internet,1,1,0,1,2,3,0
8373,wutxcn_Chocolate caliente.jpg: un enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace enlace,Imágenes/Internet,0,1,1,1,0,3,2
8374,10vbsyi_una anécdota en forma de chiste que es una verdad .jpg: Un personaje de dibujos animados con un capitán que lee: `` `` `` `` `` `` `` `` `` `` `` `` ``,Imágenes/Internet,1,1,0,1,4,4,0
8375,1d5ggnz_No_ctm.jpg: Un personaje de dibujos animados con un cabello rojo y una camisa blanca,Imágenes/Internet,1,1,1,1,1,2,2
8376,n80guu_-Mira papucho! Acabo de decirle zurdo de mierda a .jpg: un hombre sentado en un escritorio con una computadora,Imágenes/Internet,1,1,1,1,4,2,4
8377,1c3e365_yo_ctm.jpg: memes memes memes memes memes memes memes memes me,Imágenes/Internet,1,1,0,1,5,5,0
8378,1f8svxi_😺_ctm.jpg: Un gato está acostado en una mesa con un libro,Imágenes/Internet,1,0,1,1,3,0,4
8379,x1nnd5_alguien en Nayarit no va a estar muy contenta con .jpg: Anush y su esposa son todo sonrisas para la cámara,Imágenes/Internet,1,1,0,1,2,4,0
8380,1fyl17p_🐶🐶.jpg: un gato sentado en un casillero con una botella de agua,Imágenes/Internet,0,1,1,1,0,1,2
8381,10aylnv_La cadena de restaurantes de comida mexicana en Re.jpg: un restaurante con un letrero de neón sobre él,Imágenes/Internet,1,1,1,1,2,1,4
8382,naok1v_yo_ctm.jpg: Un perro está sentado en el suelo con la cabeza hacia abajo,Imágenes/Internet,1,0,1,1,4,0,4
8383,wt9q2r_Jugadores masculinos en todos lados.jpg: una foto de dibujos animados de una mujer que habla en un podio,Imágenes/Internet,1,0,1,1,1,0,4
8384,18okt1d_Fuente_ctm.jpg: una captura de pantalla de un mensaje de texto,Imágenes/Internet,1,1,1,1,2,4,2
8385,kic0ns_._..jpg: una cuenta de Twitter con una foto de una mujer y un hombre,Imágenes/Internet,0,1,1,1,0,5,4
8386,i9tkip_Mándale nomas.jpg: un mensaje de texto con las palabras '' 'y' '',Imágenes/Internet,0,1,1,1,0,4,1
8387,102ohiu_Hasta me zumba un oído de cachetadón que me puse c.jpg: Un perro de dibujos animados con un teléfono celular en la boca,Imágenes/Internet,1,0,1,1,2,0,2
8388,17or92n_yo_ctm.jpg: un mensaje de texto con las palabras '' 'y' '',Imágenes/Internet,1,1,1,1,4,2,3
8389,zj5t2g_Jalo.jpg: Un hombre con gafas de sol tocando guitarra y cantando en un micrófono,Imágenes/Internet,1,1,1,1,1,1,2
8390,dbaaod_Title.jpg: Un hombre y una mujer besándose frente a una pantalla de televisión,Imágenes/Internet,1,1,1,1,4,4,3
8391,ojeafv_Hacete el Dolubu....jpg: Un hombre con traje y corbata está hablando en un micrófono,Imágenes/Internet,1,1,1,1,4,4,1
8392,1fhc35l_🥟_ctm .jpg: Una camisa blanca con un logotipo en blanco y negro,Imágenes/Internet,1,1,1,1,4,3,1
8393,g5rk1i_Já!.jpg: un hombre con una bandera americana y las palabras 'la todo',Imágenes/Internet,1,1,1,1,3,5,4
8394,14dommw_quien_ctm.jpg: un pájaro sentado encima de un teléfono,Imágenes/Internet,1,1,1,1,3,2,2
8395,zccwkj_Y endeudados.jpg: una foto de dibujos animados de un equipo de fútbol,Imágenes/Internet,0,1,1,1,0,3,4
8396,1bu00j7_Shoope_ctm.jpg: Una captura de pantalla de un personaje de Pokémon,Imágenes/Internet,1,1,0,1,5,3,0
8397,w3dnpi_XD.jpg: un congelador lleno de comida y una señal,Imágenes/Internet,1,1,0,1,1,2,0
8398,1ekx8s9_yo_ctm.jpg: una caricatura de un hombre en una casa rodeada de pájaros,Imágenes/Internet,1,1,1,1,2,3,5
8399,jhucpa_acá esperando el lunes.jpg: un hombre sentado en un escritorio con una computadora y una taza,Imágenes/Internet,1,1,1,1,4,2,3
8400,"10s9ob3_nunca lo llegué a escuchar..jpg: Un hombre en un auto con el capitán que lee, 'Sas como'",Imágenes/Internet,1,1,1,1,4,2,3
8401,14sm39i_Old but Gold.jpg: una caricatura que representa los diferentes tipos de la bandera,Imágenes/Internet,1,1,1,1,2,2,3
8402,xaswqv_Cumplió su propósito.jpg: una captura de pantalla de un mensaje de texto,Imágenes/Internet,0,1,1,1,0,2,3
8403,n2jglt_A prepararse.jpg: una pintura de dos hombres que se luchan entre sí,Imágenes/Internet,1,1,1,1,3,3,4
8404,18ulzop_yo_ctm.jpg: Se muestra un personaje de dibujos animados en medio de una tira cómica,Imágenes/Internet,1,1,1,1,3,1,3
8405,x86uxw_yo_ctm.jpg: Un hombre está corriendo en la calle con una caja de jugo de naranja.,Imágenes/Internet,1,1,1,1,4,2,3
8406,v8lyl6_Jajajaja alv.jpg: Un personaje de dibujos animados que sostiene una botella de agua,Imágenes/Internet,1,1,1,1,2,2,2
8407,11s2ojd_¿a dónde.jpg: Un personaje de dibujos animados con un fondo amarillo y una imagen en blanco y negro de un hombre con traje,Imágenes/Internet,1,1,0,1,2,1,0
8408,zekf9f_Los de talla baja Grandes.jpg: Un grupo de jóvenes posando para una foto en un patio trasero,Imágenes/Internet,1,0,1,1,2,0,4
8409,dpo2ie_Un genio.jpg: Se ven dos hombres en esta imagen compuesta,Imágenes/Internet,1,1,1,1,2,2,2
8410,jzolcq_yo_ctm.jpg: Un personaje de dibujos animados con un capitán que dice: 'Dess de no',Imágenes/Internet,1,1,1,1,3,4,4
8411,mvp53k_yo_ctm.jpg: una mujer con un hematoma en la pierna,Imágenes/Internet,1,0,1,1,2,0,2
8412,"mv2r2h_USTED DECIDE, AG O PB.jpg: Un hombre con traje y corbata está sosteniendo una planta",Imágenes/Internet,0,1,1,1,0,2,2
8413,13ovfid_yo_ctm.jpg: un mensaje de texto de un hombre que no está hablando con la mujer,Imágenes/Internet,1,1,0,1,2,3,0
8414,"1b1n5v0_castigo_ctm.jpg: Un mensaje de texto que lee, `` `` `` `` `` `` `` `",Imágenes/Internet,1,1,1,1,1,2,4
8415,jqz53z_Best argentinian HUSBANDO.jpg: Los hombres solo no tienen amigos,Imágenes/Internet,1,1,1,1,2,4,2
8416,16r99p2_Funado_ctm.jpg: un gato con las palabras fondo en él,Imágenes/Internet,0,1,1,1,0,4,2
8417,zz13ef_Oaxacanda casi no ha cambiado..jpg: una foto de un casco antiguo con un letrero que dice buey,Imágenes/Internet,1,0,1,1,3,0,2
8418,xtynj9_Le metí un tragote al agua de los frijoles pensand.jpg: Un personaje de dibujos animados está sentado en el suelo,Imágenes/Internet,0,1,1,1,0,4,2
8419,14ge1n6_grinch_ctm.jpg: Un hombre vestido como Santa Claus está de pie junto a un SCR SCR SCR,Imágenes/Internet,1,1,1,1,1,1,4
8420,wybefw_Ostia.jpg: un hombre y una mujer con diferentes expresiones faciales,Imágenes/Internet,1,1,1,1,3,2,2
8421,v2iqcw_el de la Universidad es el único cierto.jpg: memes memes memes memesmes memesmesmesmesmes,Imágenes/Internet,1,1,1,1,1,1,2
8422,"nnwubx_Meme del día.jpg: The Justice League, Justice League, Justice League, Justice Comics, Justice Comics, Justice League,",Imágenes/Internet,1,1,1,1,1,4,3
8423,iyl9c4_Yo miro el celular -mi tío.jpg: un hombre con barba y una camisa negra,Imágenes/Internet,1,1,0,1,5,4,0
8424,mefgg4_Messi un capo.jpg: Un mensaje de texto que lee `` `` `` `` `` `` `` `` `` `` `` `` `,Imágenes/Internet,0,1,1,1,0,3,5
8425,1cyziz2_Oe_ctm.jpg: una captura de pantalla de un hombre con barba y gafas de sol,Imágenes/Internet,1,0,1,1,3,0,2
8426,z5ijeu_se mamaron. 🤣.jpg: Un hombre con traje y corbata está sonriendo,Imágenes/Internet,1,1,1,1,3,4,2
8427,14k2683_Piñera_ctm.jpg: Un hombre está en un chat de video,Imágenes/Internet,1,1,1,1,3,4,2
8428,nm6qjd_Encontré este meme de ancez y mi postulación sigue.jpg: Una imagen de un cerebro con las palabras 'La Enten Enten',Imágenes/Internet,1,1,0,1,2,2,0
8429,ogevkm_Segunda edición de abriendo sugus hasta que salgan.jpg: un teclado con un montón de huevos de Pascua,Imágenes/Internet,1,0,1,1,4,0,3
8430,1bvo281_ctm.jpg: Una captura de pantalla de un hombre con una camisa roja y una camisa blanca,Imágenes/Internet,1,1,1,1,3,3,2
8431,1fu2ob2_🚇_ctm.jpg: un gato con una guitarra en la boca,Imágenes/Internet,1,1,1,1,3,2,4
8432,"sogg5b_En serio, no se casen..jpg: Una imagen de dibujos animados de una mujer con cabello rojo y una burbuja del habla",Imágenes/Internet,1,1,1,1,3,2,2
8433,j54g6b_típico del buen Nik.jpg: Un personaje de dibujos animados con una bandera y un personaje de dibujos animados,Imágenes/Internet,1,1,1,1,3,4,3
8434,14jfjvs_yo_ctm.jpg: Una foto de dibujos animados de un hombre con toalla y una mujer con toalla,Imágenes/Internet,1,0,1,1,2,0,5
8435,xmygf7_🙂.jpg: un perro con una botella de Coca -Cola en la boca,Imágenes/Internet,1,0,1,1,5,0,2
8436,1fq5ksd_yo_ctm.jpg: Una captura de pantalla de un perro con un capitán que lee `` `` `` `` `` `` `` `` `` `` `` `` `` `,Imágenes/Internet,1,0,1,1,3,0,4
8437,10712my_yo_ctm.jpg: Dragon Ball - Dragon Ball - Dragon Ball - Dragon Ball - Dragon Ball - Dragon Ball - Dragón,Imágenes/Internet,1,1,1,1,1,4,2
8438,177ndc8_guaton_ctm.jpg: un hombre con traje y atado con las palabras `` ',Imágenes/Internet,1,1,1,1,2,3,2
8439,1g1a3a2_Soyese_.jpg: transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores transformadores,Imágenes/Internet,1,1,1,1,2,1,5
8440,1g52hs2_yo_ctm.jpg: Un hombre sostiene una rama de árbol en su mano,Imágenes/Internet,1,1,0,1,4,5,0
8441,i7pt72_Centennials domados por alverso.jpg: un pájaro de dibujos animados con un sombrero y un sombrero,Imágenes/Internet,1,1,1,1,4,2,3
8442,1cry6os_si_ctm.jpg: un hombre sentado en una cama con una bandera en la cabeza,Imágenes/Internet,0,1,1,1,0,3,4
8443,182qzef_yo_ctm.jpg: Un hombre se está dibujando en un trozo de papel,Imágenes/Internet,1,1,1,1,3,3,3
8444,k236u8_isi.jpg: un hombre sentado en un sofá con un libro,Imágenes/Internet,0,1,1,1,0,4,3
8445,155viwz_Pelado_ctm.jpg: un hombre con gafas y barba en una habitación oscura,Imágenes/Internet,1,1,1,1,1,3,1
8446,zvngtk_Jajaja es meme y realidad jajaja.jpg: una caricatura de un hombre con uniforme de béisbol y una mujer con uniforme de béisbol,Imágenes/Internet,1,1,1,1,4,2,2
8447,heg42s_FEBO ASOMA.jpg: las cuatro caras de la misma persona,Imágenes/Internet,1,1,1,1,2,4,2
8448,vkuxb6_hice un pikachu y raichu de la cfe.jpg: Dos pio pokemones están parados en la hierba,Imágenes/Internet,1,1,0,1,2,3,0
8449,1bgqbrr_Chuquicamata_Ctm.jpg: una pantalla que muestra el error de Internet,Imágenes/Internet,1,1,0,1,3,3,0
8450,vt4t5b_¿Como le pondrían a esta banda .jpg: un grupo de personas de pie alrededor de una fuente,Imágenes/Internet,0,1,1,1,0,4,3
8451,r6e524_Cualquier estado en México.jpg: Un perro con un uniforme policial está de pie en la calle,Imágenes/Internet,0,1,1,1,0,3,2
8452,1cwen1t_yo_ctm.jpg: una foto de dibujos animados de un perro y un chile,Imágenes/Internet,1,1,1,1,2,2,2
8453,1455qkj_yo_ctm.jpg: un hombre con un micrófono en las noticias,Imágenes/Internet,1,1,1,1,3,3,2
8454,itzwky_Todos los días.jpg: memememememememememememímemé,Imágenes/Internet,1,0,1,1,3,0,3
8455,1cf6gmw_Confírmenme.jpg: Un mapa de la región de Naos,Imágenes/Internet,1,1,1,1,2,4,2
8456,1ew0j2w_yo_ctm.jpg: un gato se pone encima de un plato de comida.,Imágenes/Internet,1,1,1,1,4,2,3
8457,17x0pkf_yo_ctm.jpg: una foto de un volcán con un hombre,Imágenes/Internet,1,0,1,1,1,0,3
8458,1ajuqk1_soupadumacaco_ctm.jpg: un hombre con bigote y máscara facial,Imágenes/Internet,1,1,1,1,3,1,3
8459,"1g250r7_si_ctm.jpg: Un mensaje de texto que lee, `` `` `` `` `` `` `` `",Imágenes/Internet,1,1,1,1,2,5,3
8460,1fuwkaz_yo_ctm.jpg: Un personaje de dibujos animados que sostiene un vaso de jugo de naranja,Imágenes/Internet,1,1,0,1,3,1,0
8461,15ldw9q_evento_ctm.jpg: Una imagen de dibujos animados de un grupo de personas con texto que dice: 'I' M ',Imágenes/Internet,1,1,1,1,3,2,4
8462,15muuxl_Tinder_ctm.jpg: una mujer parada frente a un edificio alto,Imágenes/Internet,1,1,1,1,2,5,3
8463,14hu9b2_yo_ctm.jpg: un columna de gente y un hombre con traje,Imágenes/Internet,1,1,0,1,3,2,0
8464,mm38ta_Shialeesss.jpg: un grupo de personas sentadas en un salón de clases,Imágenes/Internet,1,1,1,1,3,5,2
8465,ihxq88_Amo éste formato..jpg: Un personaje de dibujos animados con un capitán que dice `` `` `` `` `` `` `` `` `` `` `` `` `,Imágenes/Internet,0,1,1,1,0,5,2
8466,ismqe7_Macri posting.jpg: un hombre con traje y gafas de sol sosteniendo una trompeta,Imágenes/Internet,1,1,0,1,4,2,0
8467,lo8oo8_No puede ser. Hoy era.jpg: Una foto de un Mario y un texto que dice: 'I' M ',Imágenes/Internet,1,1,1,1,3,1,3
8468,mpligg_Porque se llaman suizas razita.jpg: Mes no puede ser un memes Memememes mexicanos Memes Memes,Imágenes/Internet,0,1,1,1,0,3,2
8469,mtiv96_yo_ctm.jpg: Un hombre con una camisa roja está hablando con una mujer,Imágenes/Internet,1,0,1,1,5,0,3
8470,1cuzc8y_Yo_ctm.jpg: una polla polla polla polla polla polla polla polla polla polla polla polla polla polla,Imágenes/Internet,0,1,1,1,0,1,3
8471,17jv5r7_yo_ctm.jpg: Un hombre con una camisa azul sostiene un juguete amarillo,Imágenes/Internet,1,1,1,1,4,4,3
8472,1fuz5aa_😥_ctm.jpg: Un dibujo de dibujos animados de un perro con una nariz azul,Imágenes/Internet,1,1,1,1,4,2,1
8473,rhpr54_Fulbo.jpg: un cepillo de dientes y un cepillo de dientes,Imágenes/Internet,0,1,1,1,0,3,1
8474,15xoq0h_yo_ctm.jpg: Un hombre con gafas y una barba está rodeada por un grupo de personas.,Imágenes/Internet,1,0,1,1,1,0,2
8475,qowcb5_hermana_ctm.jpg: un mensaje de texto de una mujer que no está hablando,Imágenes/Internet,0,1,1,1,0,4,2
8476,uoek7u_Para variar con las preguntas de provincias que ha.jpg: un pájaro está sentado encima de una casa de pájaros,Imágenes/Internet,0,1,1,1,0,3,4
8477,j9jtx2_Que hambre de un dulce de leche.jpg: una caricatura de un hombre con temor de temor de temor de temor de temor de temor de temor de temor de temor de temor,Imágenes/Internet,0,1,1,1,0,2,3
8478,11q2c0b_Y si intentamos hacer pelis de otro tema.jpg: un hombre con las manos en la cabeza,Imágenes/Internet,1,1,1,1,2,2,5
8479,11osfom_Dormir para brincarse una comida..jpg: una pantalla de televisión con un hombre y una mujer,Imágenes/Internet,1,1,0,1,4,3,0
8480,cutnvq_Me lo robe de facebook.jpg: yo saliendo de la zona 1 sabiendo cuál es el texto de los dibujos animados de san baby,Imágenes/Internet,1,1,1,1,3,3,3
8481,1c4u2au_Boric_ctm.jpg: un hombre con barba blanca y una camisa negra,Imágenes/Internet,1,1,1,1,2,1,2
8482,j36q1l_Ya basta reyes..jpg: Un dibujo de dibujos animados de un hombre con una cara y una leyenda que dice: `` `` `` ``,Imágenes/Internet,1,1,1,1,3,5,2
8483,ygrte4_Nadie se quejo..jpg: Un gato está jugando con una pelota en el medio de la pantalla.,Imágenes/Internet,1,1,1,1,1,2,2
8484,xbgzyc_🤓.jpg: Un hombre está mirando el cielo con gafas,Imágenes/Internet,1,0,1,1,5,0,4
8485,1cjprme_El país más homofóbico.jpg: una bandera del arco iris con un edificio en el fondo,Imágenes/Internet,1,0,1,1,3,0,5
8486,13o8irk_Pobreza_ctm.jpg: Una captura de pantalla de un teléfono inteligente con un precio en la pantalla,Imágenes/Internet,1,1,1,1,4,5,1
8487,1b3658p_yo_ctm.jpg: Un personaje de dibujos animados con una mujer sentada en una silla,Imágenes/Internet,1,0,1,1,1,0,2
8488,11rhjzb_Sociedad _ctm.jpg: un hombre con una cara pintada en los colores del arco iris,Imágenes/Internet,0,1,1,1,0,2,3
8489,xzcjvc_Como pueden comer eso.jpg: una foto de dibujos animados de un hombre con un sándwich en la mano,Imágenes/Internet,1,1,1,1,5,3,2
8490,18fix6s_yo_ctm.jpg: el anime es tan divertido,Imágenes/Internet,1,1,1,1,3,2,2
8491,101xwyr_Tacos Shando 😋🌮.jpg: Un recipiente de plástico lleno de alimentos y un recipiente de plástico lleno de alimentos,Imágenes/Internet,1,1,1,1,1,3,2
8492,129pdq6_yo_ctm.jpg: un mensaje de texto con las palabras `` 'y `' ',Imágenes/Internet,1,1,1,1,3,2,2
8493,lwtelv_Kjjjj.jpg: un grupo de personas sentadas alrededor de una mesa,Imágenes/Internet,1,1,0,1,5,3,0
8494,wxibp1_Ese niño va a ser político.jpg: Una tira cómica Strip Strip Strip Strip Striegue Fuera de tira Strip Fuera de tira Fuerra de tira tira tira de tira,Imágenes/Internet,1,1,0,1,4,3,0
8495,y0spar_Y esta rosa blanca de donde salió🌬️😌.jpg: una pintura de un hombre y una mujer peleando,Imágenes/Internet,1,1,1,1,1,1,3
8496,11nyg57_Si alguien la conoce díganle que aquí está su pndj.jpg: Dos policías en cascos y cascos,Imágenes/Internet,1,1,1,1,5,3,5
8497,110qz7k_Un clásico.jpg: una pintura de un hombre en un bote en un boscoso,Imágenes/Internet,0,1,1,1,0,3,1
8498,kmfj7q_Escuchando el chaqueño en miami.jpg: Un hombre con una túnica azul y blanca y un hombre con una bata blanca y azul,Imágenes/Internet,1,1,1,1,4,3,3
8499,hfsvu4_K dise ahi nose inglés.jpg: las cuatro caras de Hitler y Hitler,Imágenes/Internet,1,1,1,1,2,2,5
8500,1djvit5_Yo_ctm.jpg: un dibujo de un tazón de comida y una bolsa de pan.,Imágenes/Internet,1,1,1,1,2,2,4
8501,ywhmfh_Recien salidito.jpg: Un personaje de dibujos animados con un capitán que dice: 'I' M ',Imágenes/Internet,1,1,0,1,2,2,0
8502,leqzmi_Malas decisiones.jpg: un agujero en el suelo con el cielo en el fondo,Imágenes/Internet,1,0,1,1,5,0,3
8503,bj5ltj_paro nacional be like.jpg: Simulador Euro Truck 2,Imágenes/Internet,1,0,1,1,3,0,5
8504,15l4t49_yo_ctm.jpg: un hombre con un ponchet rayado con un sombrero,Imágenes/Internet,0,1,1,1,0,4,2
8505,k3esan_yo_ctm.jpg: una captura de pantalla de un mensaje de texto,Imágenes/Internet,1,0,1,1,2,0,2
8506,jyapnk_🧡.jpg: una caricatura de un hombre y una mujer con un bebé,Imágenes/Internet,1,0,1,1,4,0,1
8507,"z6f34l_Con razón.jpg: The Simpsons Simpsons Simpsons Simpsons, Simpsons Quotes, Simpsons Quotes, Simpsons Quotes, Cotizaciones de Simpsons, Simpsons",Imágenes/Internet,1,0,1,1,5,0,3
8508,fw2it9_Che lo noto medio agresivo a Netflix.jpg: un perro con una etiqueta en el collar,Imágenes/Internet,0,1,1,1,0,1,2
8509,1fqzhdb_🔥_ctm.jpg: Un personaje de dibujos animados con una gran boca y una gran sonrisa,Imágenes/Internet,1,1,1,1,5,3,2
8510,1e2r4e6_yo_ctm.jpg: un hombre en un auto con una nota en su regazo,Imágenes/Internet,1,1,0,1,3,2,0
8511,11l27ei_Hay niveles..jpg: un perro con traje y corbata sentado en una silla,Imágenes/Internet,0,1,1,1,0,2,3
8512,1fjh1ep_La hipotenusa .jpg: Memes de cannabis,Imágenes/Internet,1,1,1,1,2,2,2
8513,sut61v_F.jpg: un mensaje de texto con una cara sonriente sobre él,Imágenes/Internet,1,0,1,1,3,0,3
8514,19e86h6_merluzo_ctm.jpg: una captura de pantalla de una persona con una pregunta en la pantalla,Imágenes/Internet,1,1,1,1,1,1,2
8515,lde4kk_Source artista spider dave.jpg: Un dibujo de dibujos animados de un grupo de personas,Imágenes/Internet,1,1,1,1,2,3,2
8516,1dcf1km_yo_ctm.jpg: un hombre sosteniendo un hot dog en la mano,Imágenes/Internet,1,1,1,1,2,4,2
8517,17xgqlz_Merecido_ ctm.jpg: una mujer con cabello largo y un vestido negro,Imágenes/Internet,1,0,1,1,2,0,2
8518,rts8qr_Prohibida la entrada.jpg: un edificio amarillo con un letrero que dice seis fas,Imágenes/Internet,1,1,1,1,2,3,4
8519,qfwrsb_Queso plais..jpg: un hombre con traje apuntando a un mapa,Imágenes/Internet,1,1,1,1,2,4,3
8520,1c834jz_la_tapa_ctm.jpg: una pared blanca con graffiti escrito en él,Imágenes/Internet,0,1,1,1,0,2,1
8521,123ohtr_Laflower_ctm.jpg: Un col de una casa con un automóvil estacionado en el frente,Imágenes/Internet,1,0,1,1,3,0,2
8522,gw2dh9_hoy se come guiso.jpg: una captura de pantalla de un hombre con traje con una pistola,Imágenes/Internet,1,1,1,1,4,3,4
8523,yl39n2_son unos genios!.jpg: Un personaje de dibujos animados con un capitán que dice: '¿S de las',Imágenes/Internet,1,1,1,1,3,3,1
8524,1gc0seu_🇨🇱_ctm.jpg: una captura de pantalla de una casa con un lago en el fondo,Imágenes/Internet,1,0,1,1,3,0,3
8525,n0qt7s_Oh no....jpg: Una película con un capitán que lee `` `` `` `` `` `` `` `` `` `` `` `` `` `` `,Imágenes/Internet,1,1,0,1,1,3,0
8526,n5k5x8_Aguante TravelCumbia.jpg: un hombre con barba y una cara cubierta de luces azules,Imágenes/Internet,0,1,1,1,0,2,4
8527,"dh37t6_Argentina.jpg: Las citas de películas de Joker, citas de películas, películas divertidas, películas divertidas, memes divertidos, divertidos",Imágenes/Internet,1,1,1,1,2,3,3
8528,1alwmdq_yo_ctm.jpg: un póster con las palabras Vida Ques de la,Imágenes/Internet,1,1,1,1,1,1,5
